path_A,speaker_id_A,yt_id_A,vid_id_A,path_B,speaker_id_B,yt_id_B,vid_id_B
data/Elle_Fanning/1.6/isKyMAYUOgg/9,1119,isKyMAYUOgg,9,data/Eugenio_Derbez/1.6/cpXXdMJuCdw/11,1066,cpXXdMJuCdw,11
data/Emraan_Hashmi/1.6/gm6PJowclv0/14,457,gm6PJowclv0,14,data/Eugene_Levy/1.6/FJOvOooCIvs/4,166,FJOvOooCIvs,4
data/Efren_Ramirez/1.6/DTbpchx4xes/9,915,DTbpchx4xes,9,data/Eric_Dane/1.6/w9jwTc5wuV4/2,983,w9jwTc5wuV4,2
data/Estelle_Harris/1.6/LKDWhdJQFco/1,518,LKDWhdJQFco,1,data/Eli_Roth/1.6/GcHWzqveqyc/3,753,GcHWzqveqyc,3
data/Eartha_Kitt/1.6/5sJomL_D0_g/2,365,5sJomL_D0_g,2,data/Eoin_Macken/1.6/TwfthltapLg/10,1015,TwfthltapLg,10
data/Erik_Estrada/1.6/hjvQiiG71rM/17,1106,hjvQiiG71rM,17,data/Elle_Fanning/1.6/DPPq8w5ILrA/8,1119,DPPq8w5ILrA,8
data/Eli_Wallach/1.6/RNYNkXzY5Hk/10,770,RNYNkXzY5Hk,10,data/Eva_Green/1.6/2SaEbN8hYz4/7,833,2SaEbN8hYz4,7
data/Ernest_Borgnine/1.6/AsHhZ_bnpQg/6,650,AsHhZ_bnpQg,6,data/Ernest_Borgnine/1.6/hgnrRWnvraY/1,650,hgnrRWnvraY,1
data/Evanna_Lynch/1.6/sLv-3TCu2fE/4,1129,sLv-3TCu2fE,4,data/Evanna_Lynch/1.6/rgpPBT4yQcg/4,1129,rgpPBT4yQcg,4
data/Ezra_Miller/1.6/vobW27_-JyQ/15,106,vobW27_-JyQ,15,data/Eva_Green/1.6/uzt36PBzT2w/6,833,uzt36PBzT2w,6
data/Ernest_Borgnine/1.6/Xroutc-3_SU/9,650,Xroutc-3_SU,9,data/Ernie_Hudson/1.6/AeRSD9jIdSg/3,1132,AeRSD9jIdSg,3
data/Eli_Roth/1.6/SwMoq9ZHxpw/6,753,SwMoq9ZHxpw,6,data/Emraan_Hashmi/1.6/3kzw8lTcUBU/8,457,3kzw8lTcUBU,8
data/Emily_Atack/1.6/aQ6uxeakacs/3,871,aQ6uxeakacs,3,data/Esai_Morales/1.6/K2_D_tFdAgY/40,437,K2_D_tFdAgY,40
data/Ernie_Hudson/1.6/rXRbmL7nzIo/1,1132,rXRbmL7nzIo,1,data/Efren_Ramirez/1.6/4Q1IvdayPR8/3,915,4Q1IvdayPR8,3
data/Eddie_Izzard/1.6/GRB1GXRafiY/6,113,GRB1GXRafiY,6,data/Elle_Fanning/1.6/L2jRsPDZGgw/10,1119,L2jRsPDZGgw,10
data/Eric_Braeden/1.6/gETtCLtu1jA/3,364,gETtCLtu1jA,3,data/Eddie_McClintock/1.6/CVUXDNZzcmA/10,699,CVUXDNZzcmA,10
data/Eli_Roth/1.6/vaK4t1-WD4M/10,753,vaK4t1-WD4M,10,data/Eddie_McClintock/1.6/vAr7raTthpw/3,699,vAr7raTthpw,3
data/Eoin_Macken/1.6/TwfthltapLg/5,1015,TwfthltapLg,5,data/Eartha_Kitt/1.6/GWXujl-xAVM/29,365,GWXujl-xAVM,29
data/Emile_Hirsch/1.6/A3QwQ3D35rc/10,158,A3QwQ3D35rc,10,data/Eric_Braeden/1.6/VweNonqOdrE/3,364,VweNonqOdrE,3
data/Eli_Roth/1.6/r9-0pljhZqs/2,753,r9-0pljhZqs,2,data/Emraan_Hashmi/1.6/8V_8hA4-HFE/2,457,8V_8hA4-HFE,2
data/Eli_Roth/1.6/vaK4t1-WD4M/34,753,vaK4t1-WD4M,34,data/Eric_Braeden/1.6/a4msZPEjhMc/6,364,a4msZPEjhMc,6
data/Ernest_Borgnine/1.6/8EDKH42GZ1o/19,650,8EDKH42GZ1o,19,data/Emily_Atack/1.6/oLJhH76d0kU/1,871,oLJhH76d0kU,1
data/Edward_Asner/1.6/s_rtHBpzrQc/4,16,s_rtHBpzrQc,4,data/Ezra_Miller/1.6/0cYFdtyWVds/1,106,0cYFdtyWVds,1
data/Eva_Longoria/1.6/0nH78dDh0N0/21,716,0nH78dDh0N0,21,data/Eric_Roberts/1.6/31XtFWtF7Sc/8,687,31XtFWtF7Sc,8
data/Eva_Green/1.6/2SaEbN8hYz4/25,833,2SaEbN8hYz4,25,data/Eartha_Kitt/1.6/8jEAjG6SegY/35,365,8jEAjG6SegY,35
data/Eugene_Levy/1.6/JQtDfEz08aU/23,166,JQtDfEz08aU,23,data/Eoin_Macken/1.6/rZQMeH1FCvM/10,1015,rZQMeH1FCvM,10
data/Emraan_Hashmi/1.6/3kzw8lTcUBU/7,457,3kzw8lTcUBU,7,data/Esai_Morales/1.6/2Er-cV85fc4/26,437,2Er-cV85fc4,26
data/Esai_Morales/1.6/K2_D_tFdAgY/15,437,K2_D_tFdAgY,15,data/Eddie_Izzard/1.6/eLl_yTeuaKo/5,113,eLl_yTeuaKo,5
data/Eric_Dane/1.6/nt7dNRvlEHE/4,983,nt7dNRvlEHE,4,data/Eugenio_Derbez/1.6/gbTZ7k9e_Z0/3,1066,gbTZ7k9e_Z0,3
data/Elle_Fanning/1.6/9K2YB1d8BqY/2,1119,9K2YB1d8BqY,2,data/Eric_Braeden/1.6/OiRXHy35Euk/1,364,OiRXHy35Euk,1
data/Emraan_Hashmi/1.6/ya6VNZp-pXw/14,457,ya6VNZp-pXw,14,data/Eric_Braeden/1.6/GzajCggf7-8/1,364,GzajCggf7-8,1
data/Emraan_Hashmi/1.6/KgY2xhg4Tqk/13,457,KgY2xhg4Tqk,13,data/Emraan_Hashmi/1.6/N8_clYCM9n8/8,457,N8_clYCM9n8,8
data/Eartha_Kitt/1.6/5r0dWxy17C8/1,365,5r0dWxy17C8,1,data/Emraan_Hashmi/1.6/azw51ZGuz9k/10,457,azw51ZGuz9k,10
data/Edward_Asner/1.6/DSGE2F5sTcg/5,16,DSGE2F5sTcg,5,data/Evanna_Lynch/1.6/sGqnn4WpQCI/1,1129,sGqnn4WpQCI,1
data/Edward_Asner/1.6/QOq66XogW3Q/1,16,QOq66XogW3Q,1,data/Erin_Andrews/1.6/SX-117N_MoI/1,919,SX-117N_MoI,1
data/Elaine_Cassidy/1.6/9AtE4C309P8/3,491,9AtE4C309P8,3,data/Esai_Morales/1.6/K2_D_tFdAgY/20,437,K2_D_tFdAgY,20
data/Eleanor_Tomlinson/1.6/IDA_ElNHLn4/4,906,IDA_ElNHLn4,4,data/Ezra_Miller/1.6/VxiCsd0gA6o/1,106,VxiCsd0gA6o,1
data/Eli_Roth/1.6/vaK4t1-WD4M/27,753,vaK4t1-WD4M,27,data/Ezra_Miller/1.6/e-IdJ8a4gy4/5,106,e-IdJ8a4gy4,5
data/Eartha_Kitt/1.6/GWXujl-xAVM/10,365,GWXujl-xAVM,10,data/Estelle_Harris/1.6/LKDWhdJQFco/21,518,LKDWhdJQFco,21
data/Ernie_Hudson/1.6/AeRSD9jIdSg/2,1132,AeRSD9jIdSg,2,data/Eddie_Izzard/1.6/SgBON1gLfbo/2,113,SgBON1gLfbo,2
data/Eli_Roth/1.6/r9-0pljhZqs/5,753,r9-0pljhZqs,5,data/Eric_Roberts/1.6/31XtFWtF7Sc/7,687,31XtFWtF7Sc,7
data/Eva_Longoria/1.6/wtqPC9vEZ0M/9,716,wtqPC9vEZ0M,9,data/Emraan_Hashmi/1.6/v6MWr5UAZ94/3,457,v6MWr5UAZ94,3
data/Elaine_Hendrix/1.6/WUg4pRp5_Co/1,781,WUg4pRp5_Co,1,data/Eli_Roth/1.6/N69Hp2DGMLk/3,753,N69Hp2DGMLk,3
data/Eli_Roth/1.6/SwMoq9ZHxpw/9,753,SwMoq9ZHxpw,9,data/Elodie_Yung/1.6/7UePD3HoAS8/1,270,7UePD3HoAS8,1
data/Eugenio_Derbez/1.6/3QrLepYlH6o/7,1066,3QrLepYlH6o,7,data/Eoin_Macken/1.6/SJxWXqMu2ds/9,1015,SJxWXqMu2ds,9
data/Eli_Wallach/1.6/Rzpm9hlXV6I/2,770,Rzpm9hlXV6I,2,data/Eva_Longoria/1.6/0nH78dDh0N0/5,716,0nH78dDh0N0,5
data/Emily_Atack/1.6/d2Lasybvo7s/2,871,d2Lasybvo7s,2,data/Esai_Morales/1.6/VRCidrXwd1s/4,437,VRCidrXwd1s,4
data/Eugene_Levy/1.6/jUSC4i_eGHs/4,166,jUSC4i_eGHs,4,data/Erik_Estrada/1.6/U_1vfIVOigA/8,1106,U_1vfIVOigA,8
data/Eva_Longoria/1.6/IASj5B-pAyM/6,716,IASj5B-pAyM,6,data/Eric_McCormack/1.6/p1--IINtgGg/1,379,p1--IINtgGg,1
data/Esai_Morales/1.6/VRCidrXwd1s/28,437,VRCidrXwd1s,28,data/Eric_Braeden/1.6/nkIdfM2BFS0/4,364,nkIdfM2BFS0,4
data/Evanna_Lynch/1.6/S5BJ45l7wWY/2,1129,S5BJ45l7wWY,2,data/Eddie_Izzard/1.6/prqT1CcDqMc/16,113,prqT1CcDqMc,16
data/Elle_Fanning/1.6/gkDeAS985L4/2,1119,gkDeAS985L4,2,data/Eoin_Macken/1.6/MHOCv7pOmG4/12,1015,MHOCv7pOmG4,12
data/Eoin_Macken/1.6/SJxWXqMu2ds/8,1015,SJxWXqMu2ds,8,data/Eoin_Macken/1.6/X7uOKQUYTCM/1,1015,X7uOKQUYTCM,1
data/Eduardo_Noriega/1.6/0rpfN7wThsg/3,112,0rpfN7wThsg,3,data/Ezra_Miller/1.6/_z_BR0ERa9g/5,106,_z_BR0ERa9g,5
data/Edward_Asner/1.6/Pp-rAswo4Xg/15,16,Pp-rAswo4Xg,15,data/Eva_Green/1.6/43_6k_dVw0I/1,833,43_6k_dVw0I,1
data/Ernie_Hudson/1.6/AeRSD9jIdSg/1,1132,AeRSD9jIdSg,1,data/Elodie_Yung/1.6/sf4uMnkYFG8/8,270,sf4uMnkYFG8,8
data/Estelle_Harris/1.6/R5JGtwc4o1M/6,518,R5JGtwc4o1M,6,data/Edward_Asner/1.6/Pp-rAswo4Xg/33,16,Pp-rAswo4Xg,33
data/Emraan_Hashmi/1.6/gm6PJowclv0/5,457,gm6PJowclv0,5,data/Eric_Dane/1.6/K1gPy1UKmBE/3,983,K1gPy1UKmBE,3
data/Eugenio_Derbez/1.6/Piw0wvQbpnQ/8,1066,Piw0wvQbpnQ,8,data/Eartha_Kitt/1.6/8jEAjG6SegY/17,365,8jEAjG6SegY,17
data/Eli_Roth/1.6/vaK4t1-WD4M/16,753,vaK4t1-WD4M,16,data/Elle_Fanning/1.6/cJ40ZqTY3dQ/5,1119,cJ40ZqTY3dQ,5
data/Elle_Fanning/1.6/7I1GtGzVfmw/2,1119,7I1GtGzVfmw,2,data/Eric_Braeden/1.6/OiRXHy35Euk/2,364,OiRXHy35Euk,2
data/Eddie_McClintock/1.6/Mdk1SXywHck/17,699,Mdk1SXywHck,17,data/Elisabeth_Moss/1.6/uArtiTSTnSU/13,587,uArtiTSTnSU,13
data/Erik_Estrada/1.6/DWT9P35cXT4/9,1106,DWT9P35cXT4,9,data/Ernest_Borgnine/1.6/mYSVs_d1aMQ/13,650,mYSVs_d1aMQ,13
data/Eddie_McClintock/1.6/Mdk1SXywHck/4,699,Mdk1SXywHck,4,data/Eva_Green/1.6/IANjHJYjfW8/2,833,IANjHJYjfW8,2
data/Emraan_Hashmi/1.6/6tjKon0hiy4/1,457,6tjKon0hiy4,1,data/Ernie_Hudson/1.6/Eu8Bj1gx5_4/1,1132,Eu8Bj1gx5_4,1
data/Eleanor_Tomlinson/1.6/Q5fbv-Wyj7k/1,906,Q5fbv-Wyj7k,1,data/Eric_Braeden/1.6/49XYNpeN23I/9,364,49XYNpeN23I,9
data/Estelle_Harris/1.6/Zs8VK91yVMI/22,518,Zs8VK91yVMI,22,data/Elle_Fanning/1.6/isKyMAYUOgg/3,1119,isKyMAYUOgg,3
data/Ezra_Miller/1.6/vobW27_-JyQ/14,106,vobW27_-JyQ,14,data/Eva_Green/1.6/5jsUg3uxG-E/3,833,5jsUg3uxG-E,3
data/Elle_Fanning/1.6/9K2YB1d8BqY/8,1119,9K2YB1d8BqY,8,data/Eric_McCormack/1.6/iLMjiAp4rTo/6,379,iLMjiAp4rTo,6
data/Eli_Roth/1.6/GcHWzqveqyc/1,753,GcHWzqveqyc,1,data/Ernest_Borgnine/1.6/Fi8lnFPYgII/17,650,Fi8lnFPYgII,17
data/Eleanor_Tomlinson/1.6/rC63HnQ3Nf8/2,906,rC63HnQ3Nf8,2,data/Eric_Dane/1.6/3tvnlmkCiTw/12,983,3tvnlmkCiTw,12
data/Eartha_Kitt/1.6/8jEAjG6SegY/33,365,8jEAjG6SegY,33,data/Elisabeth_Moss/1.6/d-ZEojJk-rs/6,587,d-ZEojJk-rs,6
data/Eva_Green/1.6/tuOl16Buy1Y/4,833,tuOl16Buy1Y,4,data/Eva_Green/1.6/SBO7kM1IPaY/5,833,SBO7kM1IPaY,5
data/Emraan_Hashmi/1.6/gm6PJowclv0/9,457,gm6PJowclv0,9,data/Edgar_Wright/1.6/HrA2BLcLApA/7,943,HrA2BLcLApA,7
data/Elle_Fanning/1.6/DPPq8w5ILrA/11,1119,DPPq8w5ILrA,11,data/Edgar_Wright/1.6/HrA2BLcLApA/24,943,HrA2BLcLApA,24
data/Evanna_Lynch/1.6/rgpPBT4yQcg/9,1129,rgpPBT4yQcg,9,data/Eugene_Levy/1.6/HTL8iLI75TY/4,166,HTL8iLI75TY,4
data/Edward_Asner/1.6/shA_TsV-PFs/3,16,shA_TsV-PFs,3,data/Eugenio_Derbez/1.6/19OCRADWjgA/12,1066,19OCRADWjgA,12
data/Elaine_Hendrix/1.6/qBTOwaSOS-M/2,781,qBTOwaSOS-M,2,data/Eugene_Levy/1.6/JQtDfEz08aU/38,166,JQtDfEz08aU,38
data/Eddie_Griffin/1.6/ho_r24dlPTQ/2,1014,ho_r24dlPTQ,2,data/Ernest_Borgnine/1.6/AsHhZ_bnpQg/5,650,AsHhZ_bnpQg,5
data/Eugene_Levy/1.6/JQtDfEz08aU/39,166,JQtDfEz08aU,39,data/Esai_Morales/1.6/K2IuvkS1s38/1,437,K2IuvkS1s38,1
data/Emraan_Hashmi/1.6/3kzw8lTcUBU/16,457,3kzw8lTcUBU,16,data/Erik_Estrada/1.6/U_1vfIVOigA/14,1106,U_1vfIVOigA,14
data/Eduardo_Noriega/1.6/znxUWA2QAGs/2,112,znxUWA2QAGs,2,data/Eddie_Izzard/1.6/0LbtndiXJC0/3,113,0LbtndiXJC0,3
data/Emile_Hirsch/1.6/dDnqp9503Mg/10,158,dDnqp9503Mg,10,data/Ernie_Hudson/1.6/VIAnMw7J5tI/6,1132,VIAnMw7J5tI,6
data/Eartha_Kitt/1.6/x6uYqmx31kE/10,365,x6uYqmx31kE,10,data/Eddie_Izzard/1.6/8cfyJEV7hP8/23,113,8cfyJEV7hP8,23
data/Eva_Green/1.6/ux1zzNHqQI8/5,833,ux1zzNHqQI8,5,data/Ezra_Miller/1.6/qFrRfhWombs/1,106,qFrRfhWombs,1
data/Eddie_Izzard/1.6/0OCW1HUxZyg/3,113,0OCW1HUxZyg,3,data/Edward_Asner/1.6/QOq66XogW3Q/7,16,QOq66XogW3Q,7
data/Estelle_Harris/1.6/Zs8VK91yVMI/24,518,Zs8VK91yVMI,24,data/Ernest_Borgnine/1.6/8EDKH42GZ1o/11,650,8EDKH42GZ1o,11
data/Eli_Roth/1.6/vaK4t1-WD4M/12,753,vaK4t1-WD4M,12,data/Eugenio_Derbez/1.6/Piw0wvQbpnQ/5,1066,Piw0wvQbpnQ,5
data/Eleanor_Tomlinson/1.6/Zbz058o9j6s/6,906,Zbz058o9j6s,6,data/Emraan_Hashmi/1.6/0zvzJa5HOUQ/3,457,0zvzJa5HOUQ,3
data/Eric_Dane/1.6/D8jV1M4V6UQ/4,983,D8jV1M4V6UQ,4,data/Elisabeth_Moss/1.6/thghCiJZYwI/8,587,thghCiJZYwI,8
data/Evanna_Lynch/1.6/MxBuaaxNnlE/6,1129,MxBuaaxNnlE,6,data/Eva_Longoria/1.6/c_aEjTGGhZ4/8,716,c_aEjTGGhZ4,8
data/Eddie_McClintock/1.6/QjrBKqx_Xeo/1,699,QjrBKqx_Xeo,1,data/Edward_Asner/1.6/iEAqbqZ7dDg/1,16,iEAqbqZ7dDg,1
data/Edward_Asner/1.6/Pp-rAswo4Xg/24,16,Pp-rAswo4Xg,24,data/Eli_Roth/1.6/j8UugkSTzzk/1,753,j8UugkSTzzk,1
data/Eleanor_Tomlinson/1.6/neQO6_CUY4w/6,906,neQO6_CUY4w,6,data/Ezra_Miller/1.6/XMLMvfrgdzY/12,106,XMLMvfrgdzY,12
data/Ernest_Borgnine/1.6/8EDKH42GZ1o/3,650,8EDKH42GZ1o,3,data/Eva_Longoria/1.6/BpIz2lAf22Y/2,716,BpIz2lAf22Y,2
data/Eddie_McClintock/1.6/UBMwbGlSLLg/1,699,UBMwbGlSLLg,1,data/Efren_Ramirez/1.6/IvOQNamNtF4/2,915,IvOQNamNtF4,2
data/Ernie_Hudson/1.6/eVfmXU0RtRo/3,1132,eVfmXU0RtRo,3,data/Edgar_Wright/1.6/AeZoMAJ4Ejs/11,943,AeZoMAJ4Ejs,11
data/Eddie_McClintock/1.6/CVUXDNZzcmA/8,699,CVUXDNZzcmA,8,data/Elle_Fanning/1.6/0sETQ5nxvf8/1,1119,0sETQ5nxvf8,1
data/Eddie_Izzard/1.6/5TWpQYtboq0/1,113,5TWpQYtboq0,1,data/Ellen_Burstyn/1.6/nJkteFlsqPk/1,268,nJkteFlsqPk,1
data/Eoin_Macken/1.6/OMOpC0gi-gQ/3,1015,OMOpC0gi-gQ,3,data/Ernie_Hudson/1.6/eVfmXU0RtRo/6,1132,eVfmXU0RtRo,6
data/Eli_Roth/1.6/gAKHqHbNt2g/5,753,gAKHqHbNt2g,5,data/Eva_Longoria/1.6/wtqPC9vEZ0M/1,716,wtqPC9vEZ0M,1
data/Edward_Asner/1.6/DSGE2F5sTcg/21,16,DSGE2F5sTcg,21,data/Eoin_Macken/1.6/8lGvPwJszxI/3,1015,8lGvPwJszxI,3
data/Esai_Morales/1.6/K2_D_tFdAgY/21,437,K2_D_tFdAgY,21,data/Eva_Longoria/1.6/yUv37vQWmzE/13,716,yUv37vQWmzE,13
data/Elodie_Yung/1.6/3g9CjhcNEWk/8,270,3g9CjhcNEWk,8,data/Ernest_Borgnine/1.6/mYSVs_d1aMQ/10,650,mYSVs_d1aMQ,10
data/Eddie_Izzard/1.6/8cfyJEV7hP8/35,113,8cfyJEV7hP8,35,data/Eric_Braeden/1.6/a4msZPEjhMc/5,364,a4msZPEjhMc,5
data/Eugene_Levy/1.6/JQtDfEz08aU/11,166,JQtDfEz08aU,11,data/Emile_Hirsch/1.6/VYk_DxNl_T8/1,158,VYk_DxNl_T8,1
data/Eva_Longoria/1.6/c_aEjTGGhZ4/9,716,c_aEjTGGhZ4,9,data/Edward_Asner/1.6/d3By4475krs/4,16,d3By4475krs,4
data/Esai_Morales/1.6/KaZPZcTPQ-c/4,437,KaZPZcTPQ-c,4,data/Eric_Roberts/1.6/6pjKcuVoHLM/9,687,6pjKcuVoHLM,9
data/Eric_Braeden/1.6/a4msZPEjhMc/2,364,a4msZPEjhMc,2,data/Eddie_Izzard/1.6/prqT1CcDqMc/4,113,prqT1CcDqMc,4
data/Eric_Dane/1.6/NZvythQO-SM/1,983,NZvythQO-SM,1,data/Eddie_Izzard/1.6/MqKFZOAwUsg/1,113,MqKFZOAwUsg,1
data/Efren_Ramirez/1.6/nTPJ6asPSV0/3,915,nTPJ6asPSV0,3,data/Ed_Westwick/1.6/_YimahVgI1A/1,844,_YimahVgI1A,1
data/Ernest_Borgnine/1.6/8EDKH42GZ1o/4,650,8EDKH42GZ1o,4,data/Esai_Morales/1.6/ZAMRSlopMWA/1,437,ZAMRSlopMWA,1
data/Ezra_Miller/1.6/V_tzoDBiP8A/5,106,V_tzoDBiP8A,5,data/Eartha_Kitt/1.6/GWXujl-xAVM/2,365,GWXujl-xAVM,2
data/Eva_Green/1.6/IANjHJYjfW8/9,833,IANjHJYjfW8,9,data/Eartha_Kitt/1.6/5r0dWxy17C8/20,365,5r0dWxy17C8,20
data/Ed_Westwick/1.6/LjLjQkfhd2o/6,844,LjLjQkfhd2o,6,data/Esai_Morales/1.6/dtYK1cUF7mo/5,437,dtYK1cUF7mo,5
data/Elaine_Cassidy/1.6/d7S0qeo6EP0/8,491,d7S0qeo6EP0,8,data/Eric_Braeden/1.6/nkIdfM2BFS0/6,364,nkIdfM2BFS0,6
data/Eric_McCormack/1.6/Y-qKARMSO7k/1,379,Y-qKARMSO7k,1,data/Ezra_Miller/1.6/qFrRfhWombs/6,106,qFrRfhWombs,6
data/Elle_Fanning/1.6/yAe_ZhyWdnI/2,1119,yAe_ZhyWdnI,2,data/Emile_Hirsch/1.6/O-V_sInAw5M/5,158,O-V_sInAw5M,5
data/Eric_Braeden/1.6/gETtCLtu1jA/4,364,gETtCLtu1jA,4,data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/21,781,RDFdX3VxjUQ,21
data/Eva_Green/1.6/SBO7kM1IPaY/4,833,SBO7kM1IPaY,4,data/Ezra_Miller/1.6/vobW27_-JyQ/4,106,vobW27_-JyQ,4
data/Edward_Asner/1.6/DSGE2F5sTcg/15,16,DSGE2F5sTcg,15,data/Eddie_Izzard/1.6/prqT1CcDqMc/12,113,prqT1CcDqMc,12
data/Emile_Hirsch/1.6/HYiqXC0B3iY/26,158,HYiqXC0B3iY,26,data/Eli_Wallach/1.6/RNYNkXzY5Hk/3,770,RNYNkXzY5Hk,3
data/Eartha_Kitt/1.6/GWXujl-xAVM/24,365,GWXujl-xAVM,24,data/Eddie_Izzard/1.6/eLl_yTeuaKo/16,113,eLl_yTeuaKo,16
data/Eli_Roth/1.6/vaK4t1-WD4M/11,753,vaK4t1-WD4M,11,data/Esai_Morales/1.6/YQCymlcowOg/2,437,YQCymlcowOg,2
data/Eva_Green/1.6/TCCDPfjdhxo/2,833,TCCDPfjdhxo,2,data/Erik_Estrada/1.6/hjvQiiG71rM/11,1106,hjvQiiG71rM,11
data/Eartha_Kitt/1.6/x6uYqmx31kE/1,365,x6uYqmx31kE,1,data/Erik_Estrada/1.6/6qFnVechX9o/5,1106,6qFnVechX9o,5
data/Ezra_Miller/1.6/_z_BR0ERa9g/4,106,_z_BR0ERa9g,4,data/Evanna_Lynch/1.6/S5BJ45l7wWY/4,1129,S5BJ45l7wWY,4
data/Eric_Braeden/1.6/gETtCLtu1jA/5,364,gETtCLtu1jA,5,data/Elaine_Hendrix/1.6/FL2UicCNcwI/1,781,FL2UicCNcwI,1
data/Eric_Roberts/1.6/6pjKcuVoHLM/6,687,6pjKcuVoHLM,6,data/Eoin_Macken/1.6/Aj0X181Clk0/1,1015,Aj0X181Clk0,1
data/Eoin_Macken/1.6/rZQMeH1FCvM/6,1015,rZQMeH1FCvM,6,data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/1,781,RDFdX3VxjUQ,1
data/Elaine_Hendrix/1.6/RDFdX3VxjUQ/20,781,RDFdX3VxjUQ,20,data/Eric_Braeden/1.6/49XYNpeN23I/1,364,49XYNpeN23I,1
data/Edgar_Wright/1.6/AjY0B7kh_-k/6,943,AjY0B7kh_-k,6,data/Elisabeth_Moss/1.6/FUqAFZmZJ80/10,587,FUqAFZmZJ80,10
data/Estelle_Harris/1.6/LKDWhdJQFco/3,518,LKDWhdJQFco,3,data/Eva_Longoria/1.6/cR5FfR4TbEI/2,716,cR5FfR4TbEI,2
data/Elaine_Hendrix/1.6/NHARUN9OhSo/6,781,NHARUN9OhSo,6,data/Ernest_Borgnine/1.6/Fi8lnFPYgII/10,650,Fi8lnFPYgII,10
data/Emraan_Hashmi/1.6/tKl5Y1x4jwc/3,457,tKl5Y1x4jwc,3,data/Eli_Roth/1.6/H4mDLFeGpLU/2,753,H4mDLFeGpLU,2
data/Edward_Asner/1.6/Pp-rAswo4Xg/4,16,Pp-rAswo4Xg,4,data/Eric_Roberts/1.6/uxHwuJ59xNk/2,687,uxHwuJ59xNk,2
data/Emraan_Hashmi/1.6/k_FB95mWrFc/2,457,k_FB95mWrFc,2,data/Erin_Andrews/1.6/uaPd2Ix-wSI/5,919,uaPd2Ix-wSI,5
data/Edgar_Wright/1.6/HrA2BLcLApA/22,943,HrA2BLcLApA,22,data/Eartha_Kitt/1.6/GWXujl-xAVM/22,365,GWXujl-xAVM,22
data/Eric_McCormack/1.6/z2AISmwaXjo/8,379,z2AISmwaXjo,8,data/Edgar_Wright/1.6/aaJo0S1lnhY/2,943,aaJo0S1lnhY,2
data/Elodie_Yung/1.6/8l5ZnDf-FUA/5,270,8l5ZnDf-FUA,5,data/Esai_Morales/1.6/K2_D_tFdAgY/16,437,K2_D_tFdAgY,16
data/Estelle_Harris/1.6/VCEs8oAQAiM/9,518,VCEs8oAQAiM,9,data/Eric_Braeden/1.6/OiRXHy35Euk/5,364,OiRXHy35Euk,5
data/Eva_Longoria/1.6/kp_GCjLq4qA/4,716,kp_GCjLq4qA,4,data/Eric_Dane/1.6/K1gPy1UKmBE/8,983,K1gPy1UKmBE,8
data/Eddie_McClintock/1.6/HK20g60KlTI/1,699,HK20g60KlTI,1,data/Elodie_Yung/1.6/fGlKVvjgUdY/7,270,fGlKVvjgUdY,7
data/Emile_Hirsch/1.6/_mSMCsWY96o/3,158,_mSMCsWY96o,3,data/Emraan_Hashmi/1.6/KgY2xhg4Tqk/8,457,KgY2xhg4Tqk,8
data/Eartha_Kitt/1.6/GWXujl-xAVM/18,365,GWXujl-xAVM,18,data/Eleanor_Tomlinson/1.6/neQO6_CUY4w/4,906,neQO6_CUY4w,4
data/Eugenio_Derbez/1.6/nJbBcMdxQU4/16,1066,nJbBcMdxQU4,16,data/Eleanor_Tomlinson/1.6/OjG2EYFgubs/1,906,OjG2EYFgubs,1
data/Eugene_Levy/1.6/FJOvOooCIvs/5,166,FJOvOooCIvs,5,data/Eric_McCormack/1.6/_BVSKK5mGnY/3,379,_BVSKK5mGnY,3
data/Eddie_Izzard/1.6/GRB1GXRafiY/4,113,GRB1GXRafiY,4,data/Eric_Roberts/1.6/utAY0zpsv1U/11,687,utAY0zpsv1U,11
data/Emraan_Hashmi/1.6/ya6VNZp-pXw/27,457,ya6VNZp-pXw,27,data/Edward_Asner/1.6/DSGE2F5sTcg/27,16,DSGE2F5sTcg,27
data/Eddie_Izzard/1.6/E50E5hbggyM/2,113,E50E5hbggyM,2,data/Ezra_Miller/1.6/XMLMvfrgdzY/8,106,XMLMvfrgdzY,8
data/Esai_Morales/1.6/2Er-cV85fc4/1,437,2Er-cV85fc4,1,data/Elle_Fanning/1.6/mmFmN0OPhKs/1,1119,mmFmN0OPhKs,1
data/Emile_Hirsch/1.6/HYiqXC0B3iY/10,158,HYiqXC0B3iY,10,data/Eugenio_Derbez/1.6/19OCRADWjgA/2,1066,19OCRADWjgA,2
data/Eli_Wallach/1.6/7yx9A0yzLYk/1,770,7yx9A0yzLYk,1,data/Eli_Wallach/1.6/Uzxv7Axh3Z8/6,770,Uzxv7Axh3Z8,6
data/Eddie_Griffin/1.6/olePnztkm6U/7,1014,olePnztkm6U,7,data/Emraan_Hashmi/1.6/ENIHEvg_VLM/3,457,ENIHEvg_VLM,3
data/Eli_Roth/1.6/x6M3KQ8-gM4/4,753,x6M3KQ8-gM4,4,data/Eric_Roberts/1.6/o1EKUvjvNHY/10,687,o1EKUvjvNHY,10
